business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,permanently_closed,price_level,formatted_phone_number,formatted_address
OPERATIONAL,"{'location': {'lat': 52.0593912, 'lng': 4.2949839}, 'viewport': {'northeast': {'lat': 52.0607047802915, 'lng': 4.296159480291502}, 'southwest': {'lat': 52.0580068197085, 'lng': 4.293461519708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Benelux Autoparts,{'open_now': True},"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108860774793966635256"">Benelux Autoparts</a>'], 'photo_reference': 'AeJbb3f0DtgEDfY5pfN3VJczCIM_nhE5YPQ3ivdEriN5u9Cin8Hq8WZYnKftFx3GD8rsG132ecYc4mUrGqe4_dS2i2ICtaT0bjNdIeb4mRKLqmdyCGRMSjL0C6JbvcT8OuF9tt1ViTS6PgMoM5lktS-Fv_4CEUJkH1HQvgRMfxXbxXaWWR_Z', 'width': 3264}]",ChIJCegShM22xUcRN8jyQZjDV1M,"{'compound_code': '375V+QX The Hague, Netherlands', 'global_code': '9F46375V+QX'}",4.5,ChIJCegShM22xUcRN8jyQZjDV1M,GOOGLE,"['car_repair', 'store', 'point_of_interest', 'establishment']",17,"Marktweg 394, Den Haag",,,070 445 0903,"Marktweg 394, 2525 JR Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0700994, 'lng': 4.2924527}, 'viewport': {'northeast': {'lat': 52.0715045802915, 'lng': 4.293747630291502}, 'southwest': {'lat': 52.0688066197085, 'lng': 4.291049669708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,apk haaglanden,{'open_now': True},"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113499216172855858898"">Sandhya Manniesing</a>'], 'photo_reference': 'AeJbb3eU0shQZcNIUGS-QyoQOTT8I9_CD6nbERFT_F5iNm5cN1Muflh-eafPWDlLbn-Xjwn_4Q9LyapJicIQdM5nch9Os8VniGfpYvzxCVeVUrdpq4SAwCYTRAyWgxtneIUDrE8RO_PLcBC2UOHaA4gPEs9AidhxDf3zod68MDXROFbQGhCC', 'width': 3120}]",ChIJ5WwQuyqxxUcRcXH8MS6pqn8,"{'compound_code': '37CR+2X The Hague, Netherlands', 'global_code': '9F4637CR+2X'}",4.5,ChIJ5WwQuyqxxUcRcXH8MS6pqn8,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",27,"Uitenhagestraat 78, Den Haag",,,06 34567894,"Uitenhagestraat 78, 2571 PV Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.070633, 'lng': 4.291507999999999}, 'viewport': {'northeast': {'lat': 52.07193773029149, 'lng': 4.292901180291501}, 'southwest': {'lat': 52.0692397697085, 'lng': 4.290203219708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,dieselservice Mulder,{'open_now': True},"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103191764585368605061"">Willem Van der Geest</a>'], 'photo_reference': 'AeJbb3dNLYWZKEovdy_T0oqBRZtG5MxFbMNLwNNMQxxTtrH6WQ_1PSdHPNgJqdlldegovxtvFXl9crQSLHEDJXKI1A2XlLr4pLiWS0VRSeICpIW9uWYuD3i61Fifctl0lKKRsqZ33zLTn4Sj9eryZ8f-6e2gvo4tbeiF7VjJK8UV83eZK7U3', 'width': 3264}]",ChIJMaqqnyqxxUcRbijkx974-Hc,"{'compound_code': '37CR+7J The Hague, Netherlands', 'global_code': '9F4637CR+7J'}",4.1,ChIJMaqqnyqxxUcRbijkx974-Hc,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",34,"Uitenhagestraat 18, Den Haag",,,070 365 8434,"Uitenhagestraat 18, 2571 VV Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0714491, 'lng': 4.2916913}, 'viewport': {'northeast': {'lat': 52.0727505802915, 'lng': 4.293041680291503}, 'southwest': {'lat': 52.0700526197085, 'lng': 4.290343719708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,O & A Garage,{'open_now': True},"[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105322433605402871012"">Silvia Jongeneel</a>'], 'photo_reference': 'AeJbb3cPOi12tJtWsRLKDZGeFTaiq_3Qng3qeJycIqnLTp4FcKc7K3b8RKYP8upLuN3QKLb9I6LPGQ5C-bxwTH8EG2kDXUKRi5yNGyO8GKcNdqZSHk6BkGAAAOsLLpHdALt4oa_nu8MeCDKtsqP9dCQH05onNE9pqLs1UTKBC4BS6MFw7c5L', 'width': 3096}]",ChIJb0EkuyqxxUcR-6siyicUlic,"{'compound_code': '37CR+HM The Hague, Netherlands', 'global_code': '9F4637CR+HM'}",4.9,ChIJb0EkuyqxxUcR-6siyicUlic,GOOGLE,"['car_repair', 'car_dealer', 'store', 'point_of_interest', 'establishment']",70,"Uitenhagestraat 107, Den Haag",,,070 364 7722,"Uitenhagestraat 107, 2571 PW Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.06963990000001, 'lng': 4.2871423}, 'viewport': {'northeast': {'lat': 52.0710521802915, 'lng': 4.288557230291501}, 'southwest': {'lat': 52.0683542197085, 'lng': 4.285859269708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Gamesa Automaterialen,{'open_now': True},,ChIJv2eWOtawxUcR4i-PEWyWiRc,"{'compound_code': '379P+VV The Hague, Netherlands', 'global_code': '9F46379P+VV'}",4.2,ChIJv2eWOtawxUcR4i-PEWyWiRc,GOOGLE,"['car_repair', 'store', 'point_of_interest', 'establishment']",66,"Paul Krugerlaan 91, Den Haag",,,070 345 3700,"Paul Krugerlaan 91, 2571 HC Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.06416669999999, 'lng': 4.285000000000001}, 'viewport': {'northeast': {'lat': 52.06549133029149, 'lng': 4.286280980291504}, 'southwest': {'lat': 52.06279336970849, 'lng': 4.283583019708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Dennis uw Tweewielerkennis,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100745853491385644784"">Takis Athanassiadis</a>'], 'photo_reference': 'AeJbb3dIqGDhb6bB8Vc9X1WQlNUGmh1OFujyskCuNDpc2WuKcKqgdSdN8nbVUjjt3NOj1-qky7h0TJxIK83KQtvaS9Et--87q4orZU3C-VCJ-8LxkddRIJlcUtVEiWnB85uIVm2aoGx3jxBEm55EGp8ryK_ir5gJyQPRY292-qtP8RD6MjuY', 'width': 2252}]",ChIJsUlkly6xxUcR_Qsznbgpx0o,"{'compound_code': '377M+MX The Hague, Netherlands', 'global_code': '9F46377M+MX'}",4.5,ChIJsUlkly6xxUcR_Qsznbgpx0o,GOOGLE,"['bicycle_store', 'car_repair', 'store', 'point_of_interest', 'establishment']",95,"Harderwijkstraat 128, Den Haag",,,070 362 5966,"Harderwijkstraat 128, 2573 ZP Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.072025, 'lng': 4.2881329}, 'viewport': {'northeast': {'lat': 52.07341113029149, 'lng': 4.289502530291501}, 'southwest': {'lat': 52.0707131697085, 'lng': 4.286804569708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Henze Tires BV,{'open_now': True},"[{'height': 2480, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106858190229407705383"">Profile Den Haag, Henze</a>'], 'photo_reference': 'AeJbb3e_lgZZh8yfTTmp59Jyeyts18-5JjSgdhZvkj6kAh9NR9FMjcLBK5PfgyL8QiEuRpC6vbZjdUsflTtvbT1nC7VFT2XVdJS-yiS872KRl7L2yHMVwKH9B3D82bJPjeqt-slXHA9as-2d5p1_bDWqo-l0LOfIjSN31DmSWMdTHffsQ36o', 'width': 3508}]",ChIJSe3Z6NWwxUcRjRsTVzKUtDo,"{'compound_code': '37CQ+R7 The Hague, Netherlands', 'global_code': '9F4637CQ+R7'}",4.5,ChIJSe3Z6NWwxUcRjRsTVzKUtDo,GOOGLE,"['car_repair', 'store', 'point_of_interest', 'establishment']",116,"Loosduinseweg 573, Den Haag",,,070 365 6814,"Loosduinseweg 573, 2571 AH Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0618648, 'lng': 4.293925100000001}, 'viewport': {'northeast': {'lat': 52.0631765302915, 'lng': 4.295251880291503}, 'southwest': {'lat': 52.0604785697085, 'lng': 4.292553919708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Sam Autobandengroothandel,{'open_now': True},"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104512425937339970190"">Dimitri Karel</a>'], 'photo_reference': 'AeJbb3eaOokhNJ-IhK6UR_uQ2ABBGpDXaA0yFha0z8bwBY_5psCWxxigOFMH385hPKS44-2n7PoJIVcFJ9YC-ZEqEyFB37v_4GRz8h4Xvv9eBPq_LJ2R5JwLfZ03h3lAb9O5JjQ10sJpEyunuQ8cmKCc0U14ZvMNvYgukyUhwP96tKAw9lqA', 'width': 3120}]",ChIJx7AP6dK2xUcRzTnunazFFGk,"{'compound_code': '376V+PH The Hague, Netherlands', 'global_code': '9F46376V+PH'}",4.7,ChIJx7AP6dK2xUcRzTnunazFFGk,GOOGLE,"['car_repair', 'store', 'point_of_interest', 'establishment']",131,"Majubastraat 83, Den Haag",,,070 380 8153,"Majubastraat 83, 2572 NV Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0644527, 'lng': 4.2947953}, 'viewport': {'northeast': {'lat': 52.06583653029149, 'lng': 4.296249380291502}, 'southwest': {'lat': 52.06313856970849, 'lng': 4.293551419708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Khalid Car,{'open_now': True},,ChIJ_WXEcdO2xUcRjUzdKKw6eec,"{'compound_code': '377V+QW The Hague, Netherlands', 'global_code': '9F46377V+QW'}",4.8,ChIJ_WXEcdO2xUcRjUzdKKw6eec,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",5,"Bloemfonteinstraat 77, Den Haag",,,06 51170969,"Bloemfonteinstraat 77, 2572 JC Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0635769, 'lng': 4.287242900000001}, 'viewport': {'northeast': {'lat': 52.0649453802915, 'lng': 4.288654030291503}, 'southwest': {'lat': 52.0622474197085, 'lng': 4.285956069708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Volks Onderhoudsbedrijf,,,ChIJSduUNyyxxUcRYeBaSjS3uZU,"{'compound_code': '377P+CV The Hague, Netherlands', 'global_code': '9F46377P+CV'}",,ChIJSduUNyyxxUcRYeBaSjS3uZU,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",,"Nunspeetlaan 361, Den Haag",,,06 34836847,"Nunspeetlaan 361, 2573 GG Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.063674, 'lng': 4.293903199999999}, 'viewport': {'northeast': {'lat': 52.0649806802915, 'lng': 4.2953034802915}, 'southwest': {'lat': 52.0622827197085, 'lng': 4.292605519708496}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Mobiele autosleutelmaker,{'open_now': True},,ChIJc0XAIXe3xUcR8UG6gBUJtBg,"{'compound_code': '377V+FH The Hague, Netherlands', 'global_code': '9F46377V+FH'}",4.7,ChIJc0XAIXe3xUcR8UG6gBUJtBg,GOOGLE,"['car_repair', 'store', 'point_of_interest', 'establishment']",29,"Boerenstraat 89, Den Haag",,,085 760 5889,"Boerenstraat 89, 2572 HV Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0636535, 'lng': 4.293910700000001}, 'viewport': {'northeast': {'lat': 52.0649678802915, 'lng': 4.295301680291502}, 'southwest': {'lat': 52.0622699197085, 'lng': 4.292603719708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Garage Arda,{'open_now': True},"[{'height': 428, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116503472067508708539"">Garage Arda</a>'], 'photo_reference': 'AeJbb3c4_pqOcfRP9Lc7HGMHGQIwXFAwnDyRX7kjka_uu3EHabBcSj-2EY15JU9BQGe_Ewy2FrptrRlK9pKqNZWeKpkfOPM4mIfT0q613CleH8waEWYEWp1Ua10b0pHEtz-qdgQ98f2FTBzkj6ySJCQQc-jc2TrZVynqKG3IQzFKnnSbgdXh', 'width': 733}]",ChIJVRpi1Y23xUcRNXiWVAn-izc,"{'compound_code': '377V+FH The Hague, Netherlands', 'global_code': '9F46377V+FH'}",3.4,ChIJVRpi1Y23xUcRNXiWVAn-izc,GOOGLE,"['car_repair', 'store', 'point_of_interest', 'establishment']",5,"Boerenstraat 89, Den Haag",,,06 42834403,"Boerenstraat 89, 2572 HV Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.06377269999999, 'lng': 4.2941702}, 'viewport': {'northeast': {'lat': 52.0650866302915, 'lng': 4.295560530291503}, 'southwest': {'lat': 52.0623886697085, 'lng': 4.292862569708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Öz Banden en Velgenservice,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115893219701603611604"">Kiren Oedit Doebe</a>'], 'photo_reference': 'AeJbb3f7ti9yU8wun-VWrb2b6So7GuQRNS9okyq6nUUoKCpSJvHNWi848vAcJ-UTfY8wkcgK7EqIZIjE7hld2X4sHCnfKwTS6FCe1nn9dTwi_dZgfi2TQWSl0oIUt2YeNyr4rbJUZ1AkXvJsnKFuvt40YDa4BmK-6GftVp1EJLIas2ZrWhvv', 'width': 4032}]",ChIJrc8kFNO2xUcRiVk4bxw_Ndc,"{'compound_code': '377V+GM The Hague, Netherlands', 'global_code': '9F46377V+GM'}",4.7,ChIJrc8kFNO2xUcRiVk4bxw_Ndc,GOOGLE,"['car_repair', 'store', 'point_of_interest', 'establishment']",45,"Boerenstraat 71, Den Haag",,,06 81888377,"Boerenstraat 71, 2572 HV Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0624908, 'lng': 4.2939695}, 'viewport': {'northeast': {'lat': 52.0638325802915, 'lng': 4.295327780291503}, 'southwest': {'lat': 52.0611346197085, 'lng': 4.292629819708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Autobedrijf Viljoen,{'open_now': True},"[{'height': 1512, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117357734392416578428"">Autobedrijf Viljoen</a>'], 'photo_reference': 'AeJbb3c_RjMlaDnlgym9McM3oaog06KJeUaa2IlAsUIYPX7PFB7iv-U_gUm0WFomDZjVJHwUkUN7y67TCFYAkX89g2xdRQWNnJ-a9zV8xaoKOC2CTU8Qps3QS0__xUqUfXPOpkNPx3lEi0A2E9XinMAAdFwDwbEL5uubpXxgFaQHrUeV9y_b', 'width': 1512}]",ChIJRZJq4dK2xUcRQquKLBeqZYI,"{'compound_code': '376V+XH The Hague, Netherlands', 'global_code': '9F46376V+XH'}",4.7,ChIJRZJq4dK2xUcRQquKLBeqZYI,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",66,"Viljoenstraat 59, Den Haag",,,070 380 1630,"Viljoenstraat 59, 2572 PB Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0781709, 'lng': 4.3034647}, 'viewport': {'northeast': {'lat': 52.0795511302915, 'lng': 4.304883230291502}, 'southwest': {'lat': 52.0768531697085, 'lng': 4.302185269708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wang Motorcycles,{'open_now': True},"[{'height': 798, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105856435361670661104"">Wang Motorcycles</a>'], 'photo_reference': 'AeJbb3fSgK5HlFtZRfwrQ-NLDreUqOstUD6S0R-DxFjD7gn7GYKxjj5PoF-xx4kclzBQ1z_8k9h-Tz5vKaUwsVUK7B3Ssi2PK2q2wuMi7fklEcdZiXP_Jv65WeEx2r9V_Gnd-mdmBNx85H96CWf7nQu2g1wKpJwf_MNPG0YhTR29cuS8UyMY', 'width': 1200}]",ChIJqRA4rya3xUcRmavUuavbKik,"{'compound_code': '38H3+79 The Hague, Netherlands', 'global_code': '9F4638H3+79'}",4.8,ChIJqRA4rya3xUcRmavUuavbKik,GOOGLE,"['car_repair', 'point_of_interest', 'store', 'establishment']",67,"Pastoorswarande 50, Den Haag",,,06 17458725,"Pastoorswarande 50, 2513 TZ Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0718829, 'lng': 4.3100318}, 'viewport': {'northeast': {'lat': 52.07321698029149, 'lng': 4.311292880291503}, 'southwest': {'lat': 52.07051901970849, 'lng': 4.308594919708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Feisal Autobedrijf Den Haag Centrum,{'open_now': True},,ChIJHS6WCSe3xUcROpXcFoDFCm0,"{'compound_code': '38C6+Q2 The Hague, Netherlands', 'global_code': '9F4638C6+Q2'}",4.7,ChIJHS6WCSe3xUcROpXcFoDFCm0,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",20,"Lange Beestenmarkt 192A, Den Haag",,,070 362 9773,"Lange Beestenmarkt 192A, 2512 EJ Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.07376910000001, 'lng': 4.309969300000001}, 'viewport': {'northeast': {'lat': 52.07510223029151, 'lng': 4.311279280291502}, 'southwest': {'lat': 52.07240426970851, 'lng': 4.308581319708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,N&M Tapijt,{'open_now': True},"[{'height': 557, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109837843596891935767"">N&amp;M Tapijt</a>'], 'photo_reference': 'AeJbb3d4g54jUn9coecDV59-PQCwjd1wq2Y4C9MP0rLNRftkDcAr4eljevj_K2DlFUrW5TmiYTBd3SvGaUPcF_AsTebvKbvUaFHCOSSduO0YjVWN4wqPlPYNQWgJiD421zvnOZh1A6PDL7amf20vYxk4u49tRkMMG6_M-cpOvvN-ZbyGWBjk', 'width': 749}]",ChIJMznZXia3xUcRoc0DxH1d2tk,"{'compound_code': '38F5+GX The Hague, Netherlands', 'global_code': '9F4638F5+GX'}",4.9,ChIJMznZXia3xUcRoc0DxH1d2tk,GOOGLE,"['furniture_store', 'car_repair', 'general_contractor', 'home_goods_store', 'point_of_interest', 'store', 'establishment']",18,"Boekhorststraat 44A, Den Haag",,,070 360 5369,"Boekhorststraat 44A, 2512 CS Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0707005, 'lng': 4.2997187}, 'viewport': {'northeast': {'lat': 52.0720066802915, 'lng': 4.301083680291502}, 'southwest': {'lat': 52.0693087197085, 'lng': 4.298385719708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Garage Motec,{'open_now': True},,ChIJw8OwASq3xUcRtSIdLWgmDY0,"{'compound_code': '37CX+7V The Hague, Netherlands', 'global_code': '9F4637CX+7V'}",4.5,ChIJw8OwASq3xUcRtSIdLWgmDY0,GOOGLE,"['car_repair', 'point_of_interest', 'store', 'establishment']",22,"Delftselaan 1A, Den Haag",,,070 389 9386,"Delftselaan 1A, 2512 RA Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.080758, 'lng': 4.3005975}, 'viewport': {'northeast': {'lat': 52.0821018802915, 'lng': 4.301934980291501}, 'southwest': {'lat': 52.0794039197085, 'lng': 4.299237019708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Automobielbedrijf Verwoerd,{'open_now': True},"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108020476634024564589"">Theo Jansen-Hosokawa</a>'], 'photo_reference': 'AeJbb3ePDzJ2cyauzmS-BtgXFiWv2O-3xEaCOZQPaFbbxZUG9ofHHZxLpILLnxOyVwA44dscvDNA1seV5faRsqsxT2bQUvtt3SxHmZ3O3NUBfO0CHuk9vrpoQC8piHA6KF5WtXcfTz8JWraQCWccroovc8EThGwzzuGI4RzdtmrPZcYznEcc', 'width': 3456}]",ChIJX1KL-S23xUcR5OwOAlNUlDc,"{'compound_code': '38J2+86 The Hague, Netherlands', 'global_code': '9F4638J2+86'}",4.9,ChIJX1KL-S23xUcR5OwOAlNUlDc,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",38,"Tollensstraat 63-69, Den Haag",,,070 363 9378,"Tollensstraat 63-69, 2513 GC Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.080758, 'lng': 4.3005975}, 'viewport': {'northeast': {'lat': 52.0821189802915, 'lng': 4.301915080291502}, 'southwest': {'lat': 52.07942101970851, 'lng': 4.299217119708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Verwoerd,,,ChIJX1KL-S23xUcROQQZbWfAoXw,"{'compound_code': '38J2+86 The Hague, Netherlands', 'global_code': '9F4638J2+86'}",5,ChIJX1KL-S23xUcROQQZbWfAoXw,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",3,"Tollensstraat 63-69, Den Haag",,,070 390 3390,"Tollensstraat 63-69, 2513 GC Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.07609110000001, 'lng': 4.2928522}, 'viewport': {'northeast': {'lat': 52.07742908029149, 'lng': 4.294217180291502}, 'southwest': {'lat': 52.0747311197085, 'lng': 4.291519219708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Thoms tires,{'open_now': True},"[{'height': 2613, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117814390294868611937"">Cassien Smit</a>'], 'photo_reference': 'AeJbb3fkOzY6RIq5Rb76TNZZ5s_GAFpihEW1wQbThrb2w5sXiIlvNiZbi8htCJbfP0M1uGl6eBVUJv86OM_CAI0r-dzUpTCtZKZHUApNAavyPQ3pEew_H319VU2Aapp8JG_torCSDHVmPyY39urLMVDMFe_x_5l-G8Je0yo4fpMnzFzaEVgb', 'width': 3636}]",ChIJFa9cX9OwxUcRgYew5FvfHNc,"{'compound_code': '37GV+C4 The Hague, Netherlands', 'global_code': '9F4637GV+C4'}",4.9,ChIJFa9cX9OwxUcRgYew5FvfHNc,GOOGLE,"['car_repair', 'point_of_interest', 'store', 'establishment']",193,"Kleine Veenkade 36-39, Den Haag",,,070 360 7032,"Kleine Veenkade 36-39, 2518 PJ Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0789655, 'lng': 4.301343399999999}, 'viewport': {'northeast': {'lat': 52.08033503029149, 'lng': 4.302666980291502}, 'southwest': {'lat': 52.07763706970849, 'lng': 4.299969019708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Garage Noordwal Citroen&Peugeot service,{'open_now': True},"[{'height': 2874, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117814390294868611937"">Cassien Smit</a>'], 'photo_reference': 'AeJbb3ef9lZ1h_XyOvgjs7sSpnHSFGOnKEiTY7bf1LJAEPGj38HaVnb2NCqsnAbN0xRnLX6hfijmoGTVDHomlDsJ1a3EwsGJL94kROYqnluhtiENtt7F0WbQPjIpkOMFmVTYDlYZbVU56T47XCtsNJUnzLFNg_DKtOFNzkp7V65dhDKBzatA', 'width': 3856}]",ChIJDWrPeS63xUcRbMspSLCtruo,"{'compound_code': '38H2+HG The Hague, Netherlands', 'global_code': '9F4638H2+HG'}",4.7,ChIJDWrPeS63xUcRbMspSLCtruo,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",18,"Noordwal 33B, Den Haag",,,070 346 6634,"Noordwal 33B, 2513 EB Den Haag, Netherlands"
OPERATIONAL,"{'location': {'lat': 52.0685702, 'lng': 4.2976636}, 'viewport': {'northeast': {'lat': 52.06993363029149, 'lng': 4.299049980291502}, 'southwest': {'lat': 52.0672356697085, 'lng': 4.296352019708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Garage Zwarte Zee, schade taxatie reparatie apk",{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115540451898272027795"">Garage Zwarte Zee, schade taxatie reparatie apk</a>'], 'photo_reference': 'AeJbb3ca6Z2OBigovVImbI74_afaUmT9dejHqRmhs5j0tqCF7nNFdI-C5cEc2ojdi3TZnI8IuJc74RAkWE5TtQRyxF5tBtwWV98TsR-QsjsdSMoAZaa3fjl2Z0N_VhlNBjh0KbZmMQE5YkPJlt7TQH8kbc0cCPwN55r35ZdFy8BN6DnStwWp', 'width': 3000}]",ChIJ7foOu9W2xUcRCI_ESpQG8aA,"{'compound_code': '379X+C3 The Hague, Netherlands', 'global_code': '9F46379X+C3'}",4,ChIJ7foOu9W2xUcRCI_ESpQG8aA,GOOGLE,"['car_repair', 'point_of_interest', 'establishment']",10,"Bakhuizenstraat 25A, 27, Den Haag",,,06 81818594,"Bakhuizenstraat 25A, 27, 2525 BA Den Haag, Netherlands"
